;DIA;MES;AÑO;MUESTREO;CULTIVAR;VARIEDAD;PORTAINJERTO;REPETICION;CODIGO;EVALUADO;HUEVO ACARO HINDU;ADULTO ACARO HINDU;OTROS ACAROS;AFIDOS;MHC;HOJAS MINADAS;TOTAL HOJAS BROTE;ESCAMAS;MOSCA BLANCA;OBSERVACIONES
2;20;3;2019;M55;Naranja;PeradelRio;CPB4475;2;1;H1;5;13;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;PeradelRio;CPB4475;2;1;H2;2;2;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;PeradelRio;CPB4475;2;1;H3;0;0;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;PeradelRio;CPB4475;2;1;H4;25;29;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;PeradelRio;CPB4475;1;1;B1;NA;NA;NA;1;0;0;9;;NA;
3;20;3;2019;M55;Naranja;PeradelRio;CPB4475;1;1;B2;NA;NA;NA;1;0;0;9;;NA;
3;20;3;2019;M55;Naranja;PeradelRio;CPB4475;1;1;H1;12;3;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;PeradelRio;CPB4475;1;1;H2;57;32;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;PeradelRio;CPB4475;1;1;H3;47;15;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;PeradelRio;CPB4475;1;1;H4;25;19;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Lannelate;CPB4475;3;2;B1;NA;NA;NA;1;0;0;15;;NA;
1;20;3;2019;M55;Naranja;Lannelate;CPB4475;3;2;B2;NA;NA;NA;1;0;0;10;;NA;
1;20;3;2019;M55;Naranja;Lannelate;CPB4475;3;2;H1;0;0;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Lannelate;CPB4475;3;2;H2;11;0;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Lannelate;CPB4475;3;2;H3;1;2;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Lannelate;CPB4475;3;2;H4;4;2;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Lannelate;CPB4475;2;2;B1;NA;NA;NA;1;0;0;9;;NA;
2;20;3;2019;M55;Naranja;Lannelate;CPB4475;2;2;B2;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Naranja;Lannelate;CPB4475;2;2;H1;29;7;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Lannelate;CPB4475;2;2;H2;1;7;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Lannelate;CPB4475;2;2;H3;5;8;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Lannelate;CPB4475;2;2;H4;10;5;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Lannelate;CPB4475;1;2;B1;NA;NA;NA;1;0;0;8;;NA;
3;20;3;2019;M55;Naranja;Lannelate;CPB4475;1;2;B2;NA;NA;NA;1;0;0;8;;NA;
3;20;3;2019;M55;Naranja;Lannelate;CPB4475;1;2;H1;3;1;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Lannelate;CPB4475;1;2;H2;5;13;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Lannelate;CPB4475;1;2;H3;5;0;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Lannelate;CPB4475;1;2;H4;0;1;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Hamlin;CPB4475;3;3;B1;NA;NA;NA;1;0;0;7;;NA;
1;20;3;2019;M55;Naranja;Hamlin;CPB4475;3;3;B2;NA;NA;NA;1;0;0;9;;NA;
1;20;3;2019;M55;Naranja;Hamlin;CPB4475;3;3;H1;13;5;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Hamlin;CPB4475;3;3;H2;20;9;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Hamlin;CPB4475;3;3;H3;12;17;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Hamlin;CPB4475;3;3;H4;28;3;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Hamlin;CPB4475;2;3;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;20;3;2019;M55;Naranja;Hamlin;CPB4475;2;3;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;20;3;2019;M55;Naranja;Hamlin;CPB4475;2;3;H1;56;23;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Hamlin;CPB4475;2;3;H2;9;4;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Hamlin;CPB4475;2;3;H3;20;2;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Hamlin;CPB4475;2;3;H4;25;26;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Hamlin;CPB4475;1;3;B1;NA;NA;NA;1;0;0;4;;NA;
3;20;3;2019;M55;Naranja;Hamlin;CPB4475;1;3;B2;NA;NA;NA;1;0;0;3;;NA;
3;20;3;2019;M55;Naranja;Hamlin;CPB4475;1;3;H1;9;16;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Hamlin;CPB4475;1;3;H2;12;12;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Hamlin;CPB4475;1;3;H3;7;4;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Hamlin;CPB4475;1;3;H4;7;1;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;3;4;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;3;4;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;3;4;H1;24;6;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;3;4;H2;24;8;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;3;4;H3;82;11;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;3;4;H4;0;3;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;2;4;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;2;4;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;2;4;H1;18;4;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;2;4;H2;10;13;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;2;4;H3;6;2;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;2;4;H4;5;1;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;1;4;B1;NA;NA;NA;1;0;0;9;;NA;
3;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;1;4;B2;NA;NA;NA;1;0;0;10;;NA;
3;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;1;4;H1;5;3;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;1;4;H2;1;1;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;1;4;H3;6;9;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;ParsonBrown;CPB4475;1;4;H4;8;6;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Pinneapple;CPB4475;3;5;B1;NA;NA;NA;1;0;0;7;;NA;
1;20;3;2019;M55;Naranja;Pinneapple;CPB4475;3;5;B2;NA;NA;NA;1;0;0;5;;NA;
1;20;3;2019;M55;Naranja;Pinneapple;CPB4475;3;5;H1;16;0;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Pinneapple;CPB4475;3;5;H2;29;6;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Pinneapple;CPB4475;3;5;H3;52;4;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Pinneapple;CPB4475;3;5;H4;7;4;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Pinneapple;CPB4475;2;5;B1;NA;NA;NA;1;0;0;6;;NA;
2;20;3;2019;M55;Naranja;Pinneapple;CPB4475;2;5;B2;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Naranja;Pinneapple;CPB4475;2;5;H1;0;0;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Pinneapple;CPB4475;2;5;H2;6;12;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Pinneapple;CPB4475;2;5;H3;0;0;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Pinneapple;CPB4475;2;5;H4;1;0;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Pinneapple;CPB4475;1;5;B1;NA;NA;NA;1;0;0;8;;NA;
3;20;3;2019;M55;Naranja;Pinneapple;CPB4475;1;5;B2;NA;NA;NA;1;0;0;10;;NA;
3;20;3;2019;M55;Naranja;Pinneapple;CPB4475;1;5;H1;18;3;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Pinneapple;CPB4475;1;5;H2;4;4;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Pinneapple;CPB4475;1;5;H3;30;31;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Pinneapple;CPB4475;1;5;H4;5;8;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;V.Washington;CPB4475;3;6;B1;NA;NA;NA;1;0;0;9;;NA;
1;20;3;2019;M55;Naranja;V.Washington;CPB4475;3;6;B2;NA;NA;NA;1;0;0;5;;NA;
1;20;3;2019;M55;Naranja;V.Washington;CPB4475;3;6;H1;0;1;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;V.Washington;CPB4475;3;6;H2;23;11;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;V.Washington;CPB4475;3;6;H3;19;12;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;V.Washington;CPB4475;3;6;H4;6;2;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;V.Washington;CPB4475;2;6;B1;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Naranja;V.Washington;CPB4475;2;6;B2;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Naranja;V.Washington;CPB4475;2;6;H1;2;1;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;V.Washington;CPB4475;2;6;H2;11;4;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;V.Washington;CPB4475;2;6;H3;3;2;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;V.Washington;CPB4475;2;6;H4;25;3;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;V.Washington;CPB4475;1;6;B1;NA;NA;NA;1;0;0;8;;NA;
3;20;3;2019;M55;Naranja;V.Washington;CPB4475;1;6;B2;NA;NA;NA;1;0;0;9;;NA;
3;20;3;2019;M55;Naranja;V.Washington;CPB4475;1;6;H1;19;23;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;V.Washington;CPB4475;1;6;H2;18;5;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;V.Washington;CPB4475;1;6;H3;4;6;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;V.Washington;CPB4475;1;6;H4;5;2;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Sweety O;CPB4475;3;7;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Naranja;Sweety O;CPB4475;3;7;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Naranja;Sweety O;CPB4475;3;7;H1;2;5;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Sweety O;CPB4475;3;7;H2;14;30;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Sweety O;CPB4475;3;7;H3;20;8;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;Sweety O;CPB4475;3;7;H4;51;11;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Sweety O;CPB4475;2;7;B1;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Naranja;Sweety O;CPB4475;2;7;B2;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Naranja;Sweety O;CPB4475;2;7;H1;4;5;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Sweety O;CPB4475;2;7;H2;4;3;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Sweety O;CPB4475;2;7;H3;9;16;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;Sweety O;CPB4475;2;7;H4;74;10;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Sweety O;CPB4475;1;7;B1;NA;NA;NA;1;0;0;12;;NA;
3;20;3;2019;M55;Naranja;Sweety O;CPB4475;1;7;B2;NA;NA;NA;1;0;0;6;;NA;
3;20;3;2019;M55;Naranja;Sweety O;CPB4475;1;7;H1;4;14;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Sweety O;CPB4475;1;7;H2;0;2;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Sweety O;CPB4475;1;7;H3;12;6;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;Sweety O;CPB4475;1;7;H4;2;5;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;FrostValencia;CPB4475;3;8;B1;NA;NA;NA;1;1;1;10;;NA;
1;20;3;2019;M55;Naranja;FrostValencia;CPB4475;3;8;B2;NA;NA;NA;1;0;0;11;;NA;
1;20;3;2019;M55;Naranja;FrostValencia;CPB4475;3;8;H1;22;3;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;FrostValencia;CPB4475;3;8;H2;122;36;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;FrostValencia;CPB4475;3;8;H3;61;32;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;FrostValencia;CPB4475;3;8;H4;24;11;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;FrostValencia;CPB4475;2;8;B1;NA;NA;NA;1;1;2;9;;NA;
2;20;3;2019;M55;Naranja;FrostValencia;CPB4475;2;8;B2;NA;NA;NA;1;0;0;6;;NA;
2;20;3;2019;M55;Naranja;FrostValencia;CPB4475;2;8;H1;6;10;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;FrostValencia;CPB4475;2;8;H2;0;0;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;FrostValencia;CPB4475;2;8;H3;5;5;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;FrostValencia;CPB4475;2;8;H4;11;0;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;FrostValencia;CPB4475;1;8;B1;NA;NA;NA;1;0;0;7;;NA;
3;20;3;2019;M55;Naranja;FrostValencia;CPB4475;1;8;B2;NA;NA;NA;1;0;0;10;;NA;
3;20;3;2019;M55;Naranja;FrostValencia;CPB4475;1;8;H1;2;1;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;FrostValencia;CPB4475;1;8;H2;0;0;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;FrostValencia;CPB4475;1;8;H3;12;14;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;FrostValencia;CPB4475;1;8;H4;30;5;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;GarciaVal;CPB4475;3;9;B1;NA;NA;NA;1;0;0;10;;NA;
1;20;3;2019;M55;Naranja;GarciaVal;CPB4475;3;9;B2;NA;NA;NA;1;0;0;18;;NA;
1;20;3;2019;M55;Naranja;GarciaVal;CPB4475;3;9;H1;2;4;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;GarciaVal;CPB4475;3;9;H2;1;1;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;GarciaVal;CPB4475;3;9;H3;0;0;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Naranja;GarciaVal;CPB4475;3;9;H4;15;0;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;GarciaVal;CPB4475;2;9;B1;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Naranja;GarciaVal;CPB4475;2;9;B2;NA;NA;NA;1;0;0;8;;NA;
2;20;3;2019;M55;Naranja;GarciaVal;CPB4475;2;9;H1;6;0;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;GarciaVal;CPB4475;2;9;H2;0;0;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;GarciaVal;CPB4475;2;9;H3;8;6;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Naranja;GarciaVal;CPB4475;2;9;H4;0;1;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;GarciaVal;CPB4475;1;9;B1;NA;NA;NA;1;0;0;10;;NA;
3;20;3;2019;M55;Naranja;GarciaVal;CPB4475;1;9;B2;NA;NA;NA;1;0;0;11;;NA;
3;20;3;2019;M55;Naranja;GarciaVal;CPB4475;1;9;H1;77;34;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;GarciaVal;CPB4475;1;9;H2;45;6;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;GarciaVal;CPB4475;1;9;H3;42;5;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Naranja;GarciaVal;CPB4475;1;9;H4;61;9;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;2;10;B1;NA;NA;NA;1;0;0;6;;NA;
1;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;2;10;B2;NA;NA;NA;1;0;0;6;;NA;
1;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;2;10;H1;4;0;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;2;10;H2;3;1;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;2;10;H3;6;4;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;2;10;H4;5;3;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;3;10;B1;NA;NA;NA;1;0;0;6;;NA;
2;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;3;10;B2;NA;NA;NA;1;0;0;6;;NA;
2;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;3;10;H1;3;6;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;3;10;H2;0;5;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;3;10;H3;2;4;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;3;10;H4;4;2;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;1;10;B1;NA;NA;NA;1;0;0;5;;NA;
3;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;1;10;B2;NA;NA;NA;1;1;1;4;;NA;
3;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;1;10;H1;3;3;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;1;10;H2;14;13;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;1;10;H3;5;3;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;M.Oneco;CPB4475;1;10;H4;10;13;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;2;11;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;2;11;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;2;11;H1;26;6;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;2;11;H2;7;1;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;2;11;H3;8;2;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;2;11;H4;0;0;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;3;11;B1;NA;NA;NA;1;1;1;4;;NA;
2;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;3;11;B2;NA;NA;NA;1;1;2;10;;NA;
2;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;3;11;H1;3;8;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;3;11;H2;6;13;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;3;11;H3;8;4;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;3;11;H4;0;4;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;1;11;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
3;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;1;11;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
3;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;1;11;H1;8;7;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;1;11;H2;15;1;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;1;11;H3;10;7;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;OwariSatsuma;CPB4475;1;11;H4;7;9;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;2;12;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;2;12;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;2;12;H1;0;0;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;2;12;H2;3;1;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;2;12;H3;2;0;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;2;12;H4;0;0;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;1;12;B1;NA;NA;NA;NA;NA;NA;NA;;NA;
2;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;1;12;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
2;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;1;12;H1;6;12;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;1;12;H2;6;5;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;1;12;H3;1;1;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;1;12;H4;0;0;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;3;12;B1;NA;NA;NA;1;1;3;10;;NA;
3;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;3;12;B2;NA;NA;NA;1;1;1;9;;NA;
3;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;3;12;H1;4;2;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;3;12;H2;13;10;1;NA;1;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;3;12;H3;7;1;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;M.Arrayana;CPB4475;3;12;H4;11;14;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;FairChild;CPB4475;2;13;B1;NA;NA;NA;1;0;0;12;;NA;
1;20;3;2019;M55;Mandarina;FairChild;CPB4475;2;13;B2;NA;NA;NA;1;0;0;10;;NA;
1;20;3;2019;M55;Mandarina;FairChild;CPB4475;2;13;H1;3;5;1;NA;1;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;FairChild;CPB4475;2;13;H2;4;10;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;FairChild;CPB4475;2;13;H3;1;1;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Mandarina;FairChild;CPB4475;2;13;H4;0;2;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;FairChild;CPB4475;1;13;B1;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Mandarina;FairChild;CPB4475;1;13;B2;NA;NA;NA;1;0;0;7;;NA;
2;20;3;2019;M55;Mandarina;FairChild;CPB4475;1;13;H1;10;15;1;NA;1;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;FairChild;CPB4475;1;13;H2;5;3;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;FairChild;CPB4475;1;13;H3;28;10;1;NA;0;NA;NA;NA;0;
2;20;3;2019;M55;Mandarina;FairChild;CPB4475;1;13;H4;6;10;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;FairChild;CPB4475;3;13;B1;NA;NA;NA;1;0;0;11;;NA;
3;20;3;2019;M55;Mandarina;FairChild;CPB4475;3;13;B2;NA;NA;NA;1;0;0;11;;NA;
3;20;3;2019;M55;Mandarina;FairChild;CPB4475;3;13;H1;17;14;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;FairChild;CPB4475;3;13;H2;29;17;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;FairChild;CPB4475;3;13;H3;18;2;1;NA;0;NA;NA;NA;0;
3;20;3;2019;M55;Mandarina;FairChild;CPB4475;3;13;H4;33;24;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Limón;Eureka;CPB4475;2;14;B1;NA;NA;NA;1;1;5;5;;NA;
1;20;3;2019;M55;Limón;Eureka;CPB4475;2;14;B2;NA;NA;NA;NA;NA;NA;NA;;NA;
1;20;3;2019;M55;Limón;Eureka;CPB4475;2;14;H1;0;0;1;NA;0;NA;NA;NA;0;
1;20;3;2019;M55;Limón;Eureka;CPB4475;2;14;H2;2;1;1;NA;0;NA;NA;NA;0;
